Geo Name,Frequency,Date,Units: 1 Unit,Avg Unit Value: 1 Unit ($),Buildings: 5+ Units,Units: 5+ Units,Avg Bldg Value: 5+ Units ($),Avg Unit Value: 5+ Units ($)
"Dallas-Plano-Irving, TX",Monthly,8/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,7/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,6/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,5/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,4/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,3/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,2/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,1/1/1989,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,12/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,11/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,10/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,9/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,8/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,7/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,6/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,5/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,4/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,3/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,2/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,1/1/1988,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,12/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,11/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,10/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,9/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,8/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,7/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,6/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,5/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,4/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,3/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,2/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,1/1/1987,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,12/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,11/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,10/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,9/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,8/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,7/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,6/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,5/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,4/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,3/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,2/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,1/1/1986,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,12/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,11/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,10/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,9/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,8/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,7/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,6/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,5/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,4/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,3/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,2/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,1/1/1985,0,0,0,0,0,0
"Dallas-Plano-Irving, TX",Monthly,12/1/1984,1163,84323,0,3059,0,21623
"Dallas-Plano-Irving, TX",Monthly,11/1/1984,1320,80636,0,1306,0,20748
"Dallas-Plano-Irving, TX",Monthly,10/1/1984,1210,87857,0,1486,0,20292
"Dallas-Plano-Irving, TX",Monthly,9/1/1984,1417,86612,0,2488,0,54413
"Dallas-Plano-Irving, TX",Monthly,8/1/1984,1631,84731,0,1566,0,21149
"Dallas-Plano-Irving, TX",Monthly,7/1/1984,1669,76472,0,1835,0,22260
"Dallas-Plano-Irving, TX",Monthly,6/1/1984,1820,79702,0,3196,0,22859
"Dallas-Plano-Irving, TX",Monthly,5/1/1984,2158,82769,0,2978,0,24343
"Dallas-Plano-Irving, TX",Monthly,4/1/1984,2050,68405,0,3745,0,21097
"Dallas-Plano-Irving, TX",Monthly,3/1/1984,2072,74066,0,896,0,21611
"Dallas-Plano-Irving, TX",Monthly,2/1/1984,1888,78058,0,3066,0,21695
"Dallas-Plano-Irving, TX",Monthly,1/1/1984,1934,70487,0,2977,0,32838
"Dallas-Plano-Irving, TX",Monthly,12/1/1983,1282,107956,0,3227,0,26763
"Dallas-Plano-Irving, TX",Monthly,11/1/1983,1430,82714,0,1763,0,56623
"Dallas-Plano-Irving, TX",Monthly,10/1/1983,1770,74485,0,5694,0,20058
"Dallas-Plano-Irving, TX",Monthly,9/1/1983,1614,76670,0,4204,0,31054
"Dallas-Plano-Irving, TX",Monthly,8/1/1983,1914,75854,0,5076,0,22848
"Dallas-Plano-Irving, TX",Monthly,7/1/1983,1622,78335,0,6039,0,25299
"Dallas-Plano-Irving, TX",Monthly,6/1/1983,2208,76065,0,5309,0,21762
"Dallas-Plano-Irving, TX",Monthly,5/1/1983,2172,73137,0,2917,0,20685
"Dallas-Plano-Irving, TX",Monthly,4/1/1983,1890,75619,0,3106,0,18986
"Dallas-Plano-Irving, TX",Monthly,3/1/1983,2103,72604,0,5284,0,18336
"Dallas-Plano-Irving, TX",Monthly,2/1/1983,1535,73257,0,4066,0,18169
"Dallas-Plano-Irving, TX",Monthly,1/1/1983,1439,67343,0,2787,0,19536
"Dallas-Plano-Irving, TX",Monthly,12/1/1982,1241,64868,0,4394,0,21631
"Dallas-Plano-Irving, TX",Monthly,11/1/1982,1385,64235,0,3157,0,22301
"Dallas-Plano-Irving, TX",Monthly,10/1/1982,1316,60191,0,2667,0,24576
"Dallas-Plano-Irving, TX",Monthly,9/1/1982,1199,63166,0,3291,0,22666
"Dallas-Plano-Irving, TX",Monthly,8/1/1982,1111,66306,0,1779,0,28335
"Dallas-Plano-Irving, TX",Monthly,7/1/1982,937,65931,0,2162,0,19005
"Dallas-Plano-Irving, TX",Monthly,6/1/1982,984,73819,0,2637,0,18383
"Dallas-Plano-Irving, TX",Monthly,5/1/1982,947,64402,0,1200,0,22820
"Dallas-Plano-Irving, TX",Monthly,4/1/1982,992,59955,0,2368,0,21289
"Dallas-Plano-Irving, TX",Monthly,3/1/1982,736,71389,0,385,0,38970
"Dallas-Plano-Irving, TX",Monthly,2/1/1982,617,79589,0,950,0,23002
"Dallas-Plano-Irving, TX",Monthly,1/1/1982,594,67513,0,1048,0,24238
"Dallas-Plano-Irving, TX",Monthly,12/1/1981,524,73092,0,1161,0,27389
"Dallas-Plano-Irving, TX",Monthly,11/1/1981,507,71179,0,216,0,29402
"Dallas-Plano-Irving, TX",Monthly,10/1/1981,317,82234,0,493,0,26202
"Dallas-Plano-Irving, TX",Monthly,9/1/1981,706,63648,0,550,0,16377
"Dallas-Plano-Irving, TX",Monthly,8/1/1981,667,65084,0,785,0,43365
"Dallas-Plano-Irving, TX",Monthly,7/1/1981,1031,64188,0,1523,0,19097
"Dallas-Plano-Irving, TX",Monthly,6/1/1981,706,72473,0,1274,0,31772
"Dallas-Plano-Irving, TX",Monthly,5/1/1981,831,64665,0,1054,0,14844
"Dallas-Plano-Irving, TX",Monthly,4/1/1981,1235,71860,0,1175,0,37334
"Dallas-Plano-Irving, TX",Monthly,3/1/1981,1187,65717,0,392,0,24424
"Dallas-Plano-Irving, TX",Monthly,2/1/1981,851,68612,0,468,0,21799
"Dallas-Plano-Irving, TX",Monthly,1/1/1981,743,71080,0,292,0,27640
"Dallas-Plano-Irving, TX",Monthly,12/1/1980,686,68894,0,683,0,20663
"Dallas-Plano-Irving, TX",Monthly,11/1/1980,823,66866,0,1125,0,20952
"Dallas-Plano-Irving, TX",Monthly,10/1/1980,1138,69188,0,382,0,19540
"Dallas-Plano-Irving, TX",Monthly,9/1/1980,1226,65883,0,1632,0,25185
"Dallas-Plano-Irving, TX",Monthly,8/1/1980,1181,65117,0,1107,0,14184
"Dallas-Plano-Irving, TX",Monthly,7/1/1980,1500,75682,0,656,0,25131
"Dallas-Plano-Irving, TX",Monthly,6/1/1980,1116,68192,0,732,0,19113
"Dallas-Plano-Irving, TX",Monthly,5/1/1980,739,79647,0,349,0,22407
"Dallas-Plano-Irving, TX",Monthly,4/1/1980,715,66869,0,925,0,15583
"Dallas-Plano-Irving, TX",Monthly,3/1/1980,781,66615,0,663,0,19231
"Dallas-Plano-Irving, TX",Monthly,2/1/1980,848,66632,0,770,0,14149
"Dallas-Plano-Irving, TX",Monthly,1/1/1980,672,66725,0,613,0,20153
